0;2019-09-30
0;2018-08-10
0;2018-07-20
0;2018-08-10
0;2019-04-15
554;2018-10-01
515;2018-09-28
0;2018-09-10
0;2018-08-27
494;2018-08-10
0;2018-08-27
0;2018-09-10
0;2018-10-18
0;2018-09-18
577;2018-10-04
0;2018-10-18
0;2018-10-08
559;2018-09-24
0;2018-10-08
0;2018-11-14
560;2018-10-31
0;2018-11-14
0;2018-12-04
0;2018-10-29
0;2018-10-01
0;2018-10-29
0;2018-12-04
0;2018-10-15
0;2018-10-29
0;2018-11-12
0;2018-11-26
0;2018-12-04
0;2018-12-04
0;2018-10-15
0;2018-10-29
0;2018-11-12
0;2018-11-26
0;2018-12-04
0;2018-12-04
0;2018-10-15
0;2018-10-29
0;2018-11-12
0;2018-11-26
0;2018-12-04
0;2018-10-26
0;2018-10-19
0;2018-10-26
0;2018-10-12
0;2018-10-29
0;2018-10-15
504;2019-01-15
0;2018-11-28
495;2018-10-04
0;2018-10-22
496;2018-10-04
497;2018-10-04
498;2018-10-04
499;2018-10-04
0;2018-11-05
0;2018-11-14
0;2018-11-28
0;2018-11-20
0;2018-11-20
543;2018-10-02
0;2018-10-09
0;2018-10-23
0;2018-11-06
0;2018-11-20
0;2018-11-15
544;2018-10-02
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
547;2018-10-02
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
548;2018-10-02
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
549;2018-10-02
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
550;2018-10-02
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
551;2018-10-02
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
552;2018-10-02
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
553;2018-10-02
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-20
541;2018-11-06
0;2018-11-20
0;2018-11-13
542;2018-11-06
0;2018-11-13
0;2018-11-08
510;2018-11-01
0;2018-11-08
0;2018-11-15
0;2018-11-14
524;2018-09-25
0;2018-10-09
0;2018-10-23
0;2018-11-06
0;2018-11-14
0;2018-11-15
522;2018-09-25
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
523;2018-09-25
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
525;2018-09-25
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
528;2018-09-25
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
529;2018-09-25
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
530;2018-09-25
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
531;2018-09-25
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-15
532;2018-09-25
0;2018-10-09
0;2018-10-23
0;2018-11-01
0;2018-11-15
0;2018-11-06
513;2018-10-30
0;2018-11-06
0;2018-11-06
521;2018-10-30
0;2018-11-06
0;2018-11-19
566;2018-11-05
0;2018-11-19
0;2018-11-19
567;2018-11-05
0;2018-11-19
0;2018-11-19
568;2018-11-05
0;2018-11-19
0;2018-11-14
562;2018-10-11
0;2018-10-22
0;2018-10-31
0;2018-11-14
0;2018-12-12
533;2018-10-22
0;2018-11-05
0;2018-11-19
0;2018-11-28
0;2018-12-12
0;2018-10-29
505;2018-10-15
0;2018-10-29
0;2018-10-29
506;2018-10-15
0;2018-10-29
0;2018-10-29
507;2018-10-15
0;2018-10-29
0;2018-10-29
508;2018-10-15
0;2018-10-29
0;2018-10-29
509;2018-10-15
0;2018-10-29
0;2018-10-29
512;2018-10-15
0;2018-10-29
0;2018-10-29
511;2018-10-15
0;2018-10-29
0;2018-10-29
514;2018-10-15
0;2018-10-29
0;2018-11-08
569;2018-10-25
0;2018-11-08
0;2018-11-08
570;2018-10-25
0;2018-11-08
0;2018-11-06
557;2018-10-23
0;2018-11-06
0;2019-01-07
558;2018-10-25
0;2018-11-08
0;2018-11-29
0;2018-12-10
0;2019-01-07
0;2019-01-10
589;2018-10-25
0;2018-11-08
0;2018-11-29
0;2018-12-13
0;2018-12-21
0;2019-01-08
0;2019-01-10
0;2019-01-10
587;2018-10-25
0;2018-11-08
0;2018-11-29
0;2018-12-13
0;2018-12-21
0;2019-01-08
0;2019-01-10
0;2018-12-05
561;2018-10-15
0;2018-10-29
0;2018-11-12
0;2018-11-21
0;2018-12-05
0;2019-01-07
591;2018-10-25
0;2018-11-08
0;2018-11-29
0;2018-12-10
0;2019-01-07
0;2018-12-05
0;2018-10-15
0;2018-10-29
0;2018-11-12
0;2018-11-21
0;2018-12-05
0;2018-11-08
576;2018-10-25
0;2018-11-08
0;2018-11-08
597;2018-10-25
0;2018-11-08
0;2018-10-09
600;2018-09-25
0;2018-10-09
0;2018-10-30
598;2018-10-16
0;2018-10-30
0;2018-11-15
596;2018-11-01
0;2018-11-15
0;2018-11-22
599;2018-11-08
0;2018-11-22
0;2018-11-22
594;2018-11-08
0;2018-11-22
0;2019-01-10
0;2018-10-16
578;2018-10-02
0;2018-10-16
0;2019-01-10
579;2018-10-22
0;2018-10-24
0;2018-11-29
0;2018-12-13
0;2019-01-10
0;2018-12-19
580;2018-10-22
0;2018-10-24
0;2018-11-21
0;2018-12-05
0;2018-12-19
0;2018-12-19
581;2018-10-22
0;2018-10-24
0;2018-11-21
0;2018-12-05
0;2018-12-19
0;2018-12-19
582;2018-10-22
0;2018-10-24
0;2018-11-21
0;2018-12-05
0;2018-12-19
0;2018-12-19
583;2018-10-22
0;2018-10-24
0;2018-11-21
0;2018-12-05
0;2018-12-19
0;2018-12-19
584;2018-10-22
0;2018-10-24
0;2018-11-21
0;2018-12-05
0;2018-12-19
0;2018-11-01
585;2018-10-22
0;2018-10-24
0;2018-10-26
0;2018-10-30
0;2018-11-01
0;2018-10-18
586;2018-10-04
0;2018-10-18
0;2018-11-07
593;2018-10-24
0;2018-11-07
0;2018-11-01
592;2018-10-24
0;2018-11-01
0;2018-12-04
0;2018-10-12
0;2018-10-30
0;2018-11-13
0;2018-12-04
0;2019-01-17
555;2018-10-16
0;2018-10-30
0;2018-11-29
0;2018-12-13
0;2019-01-17
0;2018-11-02
571;2018-10-19
0;2018-11-02
0;2018-11-02
516;2018-10-19
0;2018-11-02
0;2018-10-25
609;2018-10-25
610;2018-10-25
0;2018-10-30
0;2019-04-15
503;2018-10-18
0;2019-01-07
0;2018-12-10
0;2019-01-07
0;2019-03-04
0;2019-02-18
0;2019-03-04
0;2019-04-15
517;2019-04-01
0;2019-04-15
0;2019-01-09
0;2018-11-12
0;2018-11-06
0;2018-10-31
0;2018-11-12
0;2018-10-18
0;2019-04-29
0;2019-04-29
0;2018-11-12
0;2018-09-17
0;2018-10-15
0;2018-11-12
0;2019-02-18
0;2018-09-17
0;2018-11-12
0;2019-02-18
0;2018-11-19
0;2019-04-29
0;2019-03-04
0;2019-04-29
0;2018-12-10
0;2018-09-17
0;2018-12-10
0;2019-03-18
0;2019-01-21
0;2019-03-18
0;2019-02-18
0;2018-09-17
0;2018-11-12
0;2019-02-18
0;2018-09-17
0;2018-08-20
0;2018-09-17
0;2019-03-04
0;2019-01-07
0;2019-03-04
0;2019-01-07
0;2018-11-12
0;2019-01-07
0;2018-12-10
0;2019-03-12
0;2019-03-12
0;2019-04-26
0;2019-02-08
0;2019-03-21
0;2019-03-26
0;2019-03-27
0;2018-12-18
0;2018-12-14
0;2019-02-08
0;2019-03-06
0;2019-02-20
0;2019-02-11
0;2019-01-14
0;2018-12-10
0;2018-12-10
0;2019-03-12
0;2019-04-26
0;2019-04-26
0;2019-03-13
0;2019-02-27
0;2019-04-04
0;2019-04-17
0;2019-02-14
0;2019-02-19
0;2018-11-12
0;2019-08-05
0;2019-05-15
0;2019-03-25
0;2019-05-15
0;2019-08-05
0;2019-06-26
0;2019-01-07
0;2019-06-12
0;2019-06-24
0;2019-07-15
0;2019-07-22
0;2019-08-05
0;2019-09-30
0;2018-11-15
0;2019-05-02
0;2019-07-01
0;2019-07-01
0;2019-07-31
0;2019-09-02
0;2019-09-30
